,Adword,Text,Score
2551,Parenting,that's the magic of parenting,0.5869
2552,Parenting,you know just about the time you think you've got the kids safely out on their own along comes the next generation of little people and there you are a secondhand parent,0.5460
2553,Parenting,kids need their mom,0.5425
2554,Parenting,i love being a father,0.5397
2555,Parenting, my two babies under one roof,0.5378
2556,Parenting,troubled kids are produced by troubled families,0.5344
2557,Parenting, be a dad for a day,0.5302
2558,Parenting,you need to be nurturing,0.5272
2559,Parenting, yeah  yeah we team parent,0.5266
2560,Parenting,bad people not bad parents,0.5219
2561,Parenting,father's prerogative,0.5185
2562,Parenting, you're parenting my kid now  nah,0.5184
2563,Parenting, sounds like good advice from a good father,0.5163
2564,Parenting,sometimes pushing your kid away is just easier,0.5128
2565,Parenting,the way you've developed those young kids,0.5100
2566,Parenting,mothers should love their children,0.5098
2567,Parenting,laughter i think the best thing for a parent is spending my time with my kids,0.5061
2568,Parenting, what  staying with dad more,0.5050
2569,Parenting,responsibilities,0.5035
2570,Parenting,responsibilities,0.5035
2571,Parenting, dad i'm just trying to live my life,0.5015
2572,Parenting,your primary role in this household is to take care of dad,0.5010
2573,Parenting, i've raised 14 children,0.4978
2574,Parenting,how you holding mom that little kid wearing you out no,0.4977
2575,Parenting,by setting you against your children,0.4956
2576,Parenting,a father that doesn't always work with,0.4955
2577,Parenting,all the other parents have picked up their perps,0.4944
2578,Parenting,"yeah what kid walks around saying ""hmm i'm going to be a father hmm yeah"" you're a good kid",0.4920
2579,Parenting,raise the boy well,0.4900
2580,Parenting,i'm being a great mother listening giving advice asking stupid questions during movies,0.4870
2581,Parenting,when you make a commitment to a child you got to stick to it,0.4870
2582,Parenting,when a child misbehaves what do you do you take away something he loves,0.4858
2583,Parenting, protective custody  mmhmm,0.4855
2584,Parenting, this way we don't repeat parents,0.4853
2585,Parenting,we've tried so hard to be good parents,0.4822
2586,Parenting,and you guys are the best parents in the world,0.4816
2587,Parenting,the parents are gone,0.4809
2588,Parenting,"""a dad who loves his son",0.4800
2589,Parenting, i never stopped being a good father,0.4775
2590,Parenting, i never stopped being a good father,0.4775
2591,Parenting,i never stopped being a good father,0.4775
2592,Parenting,gotta be somebody's husband father,0.4762
2593,Parenting,but you can't just give the child up when you get bored,0.4752
2594,Parenting,i know what it's like when you can't rely on a parent,0.4751
2595,Parenting, kris: it kind of is my business as a parent to take care of my child,0.4743
2596,Parenting,i'm not done raising my son viv,0.4724
2597,Parenting,i can't suddenly become a parent,0.4700
2598,Parenting,and if not for you then for your child,0.4690
2599,Parenting, we're just doing what families do: looking out for each other,0.4683
2600,Single Life,hashtag single life,0.7056
2601,Single Life,being a single woman,0.5628
2602,Single Life,one life to live,0.5602
2603,Single Life,single single single,0.5602
2604,Single Life,the solo lifestyle bu  being single's fun but i don't know,0.5395
2605,Single Life,i like a simple life that's full,0.5358
2606,Single Life, another life experience together,0.5357
2607,Single Life,lindsay is doing her best to live that single girl life,0.5265
2608,Single Life,a life that has no continuity with the present,0.5061
2609,Single Life," ""lighter side of life",0.4989
2610,Single Life, that's not a life,0.4973
2611,Single Life,elliot the normal life,0.4926
2612,Single Life,my situation your home life,0.4922
2613,Single Life, it's a good life,0.4866
2614,Single Life,i wanna have a life with you,0.4845
2615,Single Life,whatever our life is it is,0.4829
2616,Single Life,a new life new identity,0.4817
2617,Single Life, what life brings,0.4787
2618,Single Life,there is no perfect life,0.4783
2619,Single Life,my life is simple,0.4757
2620,Single Life,living at its best,0.4749
2621,Single Life, i'm just living my life,0.4742
2622,Single Life, there is no love life,0.4726
2623,Single Life,tune. live your life tune. do it right tune. and join me on the dark side tune.  kyle it's your first summer not single in the hamptons,0.4642
2624,Single Life,tune.  high on life,0.4641
2625,Single Life,life i have more i want to do,0.4592
2626,Single Life,as a single guy this is a marathon,0.4574
2627,Single Life,"""  story of your life",0.4557
2628,Single Life,  living the dream,0.4552
2629,Single Life,you only live once,0.4548
2630,Single Life,i was never living my separate life before,0.4534
2631,Single Life,i don't have a life,0.4528
2632,Single Life,my friend lisa's having a singles party tonight,0.4525
2633,Single Life, jonathan: on my life,0.4504
2634,Single Life, i want to have a life,0.4484
2635,Single Life, your life choices tracy jordan  whoa,0.4471
2636,Single Life, such a tough life,0.4470
2637,Single Life,a way out of loneliness,0.4463
2638,Single Life,this is like a good nice life,0.4462
2639,Single Life,i'm in singledad mode right now,0.4455
2640,Single Life,laughing trying to appear single,0.4454
2641,Single Life,just families sharing our lives,0.4437
2642,Single Life,you see without the one,0.4417
2643,Single Life,fantasies of a normal life,0.4404
2644,Single Life, live your best life,0.4401
2645,Single Life,this is her life,0.4391
2646,Single Life, it's like you had three lives,0.4378
2647,Single Life,"i'm sorry ""more life",0.4377
2648,Single Life,tune. t the life ring,0.4372
2649,Single Life,this is my life jack,0.4364
2650,Alcoholic Beverages,whatever you guys drink,0.6019
2651,Alcoholic Beverages,some wines and drinks some food,0.5947
2652,Alcoholic Beverages,a couple of beers,0.5691
2653,Alcoholic Beverages,gin and tonic rum and coke what have you,0.5619
2654,Alcoholic Beverages,now what are you drinking uh,0.5565
2655,Alcoholic Beverages,adult beverage time,0.5521
2656,Alcoholic Beverages,we suspect drugs alcohol,0.5448
2657,Alcoholic Beverages, a couple of cocktails,0.5255
2658,Alcoholic Beverages,we're gonna have booze,0.5211
2659,Alcoholic Beverages,what would you want to do on a day off drink,0.5201
2660,Alcoholic Beverages, beers for the boys,0.5184
2661,Alcoholic Beverages, what would you like to drink  oh,0.5173
2662,Alcoholic Beverages, what do you want to drink we just ordered,0.5136
2663,Alcoholic Beverages,  oh  more booze,0.5126
2664,Alcoholic Beverages, what can i get you to drink i'm paying,0.5119
2665,Alcoholic Beverages, what is cocktail to me that is the question,0.5070
2666,Alcoholic Beverages, they're drinking,0.5055
2667,Alcoholic Beverages,  i'm just gonna drink alcohol,0.4973
2668,Alcoholic Beverages, uh scotch and soda trish,0.4972
2669,Alcoholic Beverages,two scotch and sodas,0.4965
2670,Alcoholic Beverages,oh they have some drinks,0.4956
2671,Alcoholic Beverages, intoxicated and high,0.4929
2672,Alcoholic Beverages,questionable margaritas,0.4887
2673,Alcoholic Beverages,okay this is not alcohol,0.4874
2674,Alcoholic Beverages, what  you guys are having a senior citizen cocktail hour,0.4874
2675,Alcoholic Beverages, yeah the alcoholics liz how are they supposed to enjoy your bar tab  i didn't forget about them chris,0.4821
2676,Alcoholic Beverages,what are you drinking what you drinking what you drinking i don't know,0.4821
2677,Alcoholic Beverages,whatever you got on tap,0.4807
2678,Alcoholic Beverages, cocktail over on the side,0.4745
2679,Alcoholic Beverages,you guys want any drinks yes drinks yes yes,0.4680
2680,Alcoholic Beverages,vodka vodka caviar and vodka,0.4654
2681,Alcoholic Beverages,where are the drinks why hey oh yeah,0.4644
2682,Alcoholic Beverages,any number of things,0.4616
2683,Alcoholic Beverages,  some more champagne  yep,0.4612
2684,Alcoholic Beverages,"""bring up what you drink",0.4604
2685,Alcoholic Beverages,or drugs and alcohol,0.4594
2686,Alcoholic Beverages,  thirst definitely,0.4562
2687,Alcoholic Beverages,um pizza toppings,0.4537
2688,Alcoholic Beverages, got the nonalcoholic beer  here's to being pregnant and still fun,0.4534
2689,Alcoholic Beverages, we're getting drunk tonight,0.4517
2690,Alcoholic Beverages,right in front of ke this i think in a situation li cocktails are the answer,0.4507
2691,Alcoholic Beverages, we made canapes inspired by the prohibition cocktails,0.4501
2692,Alcoholic Beverages,no cocktails i thought everyone had them now,0.4497
2693,Alcoholic Beverages,men need alcohol,0.4489
2694,Alcoholic Beverages,white fish chicken no alcohol,0.4486
2695,Alcoholic Beverages,you show up drunk to school,0.4471
2696,Alcoholic Beverages,what did you get him oh uh just some uh beer,0.4468
2697,Alcoholic Beverages, cheers to drinking,0.4467
2698,Alcoholic Beverages, i'm told food is good when you're drinkin',0.4456
2699,Alcoholic Beverages,that was just the alcohol,0.4453
2700,World Cuisines, all different kinds of cuisine,0.8193
2701,World Cuisines, in the culinary world,0.6765
2702,World Cuisines,you must choose one of these significant time periods and places represented on the globe in front of you and really immerse yourself in that cuisine,0.6720
2703,World Cuisines,uh favorite cuisine meat and seafood,0.6522
2704,World Cuisines,"candice we all started thinking ""oh some kind of international cuisine",0.6506
2705,World Cuisines,i know the cuisine,0.6318
2706,World Cuisines, i'm not into the cuisine thing,0.6314
2707,World Cuisines," oh ""haute cuisine"" nice",0.5960
2708,World Cuisines, okay i do cuisine,0.5920
2709,World Cuisines,french is like the mother of all cuisines,0.5865
2710,World Cuisines,  chefs as you guys know there are a lot of cultures that really influence the great cuisine of new orleans,0.5839
2711,World Cuisines,fleur de lys sophisticated cuisine,0.5733
2712,World Cuisines,so we're dying to hear what all this good food is,0.5705
2713,World Cuisines,so we're dying to hear what all this good food is,0.5705
2714,World Cuisines, delicious meals,0.5633
2715,World Cuisines,different ideas about food,0.5530
2716,World Cuisines,different ideas about food,0.5530
2717,World Cuisines," ""haute cuisine"" is the top food magazine in the country and i have a interview with them next week",0.5485
2718,World Cuisines, laughs  but southeast asian food i've traveled in vietnam i've,0.5485
2719,World Cuisines," ""haute cuisine"" is the top food magazine in the country and i have an interview with them next week",0.5442
2720,World Cuisines, i got to always find a food map,0.5436
2721,World Cuisines,friday's entrees that our consumers will crave,0.5433
2722,World Cuisines,the photos of the food look so good,0.5430
2723,World Cuisines,doing a traditional dish from my travels in southeast asia,0.5413
2724,World Cuisines,d its ingredients the love for the land an has really made me focus on the food,0.5399
2725,World Cuisines, i think that some of the chefs maybe had a better idea of southeast asian food,0.5360
2726,World Cuisines,my recipes they are my culture,0.5268
2727,World Cuisines,tune.tune. chefs please help me welcome james beard awardwinning chef and restaurateur and author,0.5263
