,Unnamed: 0,Adword,Text,Score,Length of Sentence,Editorial Relevance,Clarity of Sentence,Tier1 Parent
1125,1125,Technology & Computing, sociology  yeah,0.3928,16,,,Technology & Computing
1126,1126,Technology & Computing, sociology  yeah,0.3928,16,,,Technology & Computing
1127,1127,Technology & Computing, hello designers,0.3897,16,,,Technology & Computing
1128,1128,Technology & Computing, hello designers,0.3897,16,,,Technology & Computing
1129,1129,Technology & Computing, hello designers,0.3897,16,,,Technology & Computing
1130,1130,Technology & Computing, trivection what is this 2009 laughter the future is the tk421,0.3891,62,,,Technology & Computing
1131,1131,Technology & Computing,electronic music  what  oh okay,0.3875,31,,,Technology & Computing
1132,1132,Technology & Computing," ""into photography"" i have a website",0.3861,36,,,Technology & Computing
1133,1133,Technology & Computing,tronomical talents,0.3838,18,,,Technology & Computing
1134,1134,Technology & Computing, i like geometry and,0.3817,20,,,Technology & Computing
1135,1135,Technology & Computing,just having a hard time finding the innovation,0.3796,46,,,Technology & Computing
1136,1136,Technology & Computing,the algorithm it's,0.3788,18,,,Technology & Computing
1137,1137,Technology & Computing,designers today must be businesssavvy,0.3781,37,,,Technology & Computing
1138,1138,Technology & Computing,i'm a financial analyst of pantechnics corporation,0.3764,50,,,Technology & Computing
1139,1139,Technology & Computing, but the algorithm,0.3763,18,,,Technology & Computing
1140,1140,Technology & Computing,so you need to really find a specialized area you want to get into,0.3762,66,,,Technology & Computing
1141,1141,Technology & Computing,there are just like a few technical things,0.3749,42,,,Technology & Computing
1142,1142,Technology & Computing,e library lyle th haven't you ever heard of the internet actually the research paper is on libraries and how during the digital age they're becoming increasingly obsolete for our generation,0.3735,189,,,Technology & Computing
1143,1143,Technology & Computing, just the basics,0.3731,16,,,Technology & Computing
1144,1144,Technology & Computing,oh so what are you studying i've changed majors three times now,0.373,63,,,Technology & Computing
1145,1145,Technology & Computing,can you tell us a little bit about it  i am a textile designer,0.3726,62,,,Technology & Computing
1146,1146,Technology & Computing,in this material can look very interesting,0.3722,42,,,Technology & Computing
1147,1147,Technology & Computing,one of my deputies knows something about electronics,0.3718,52,,,Technology & Computing
1148,1148,Technology & Computing,i need to expand my horizons,0.3708,28,,,Technology & Computing
1149,1149,Technology & Computing,why me get one of the it guys,0.3704,29,,,Technology & Computing
1150,1150,Television,television is your business,0.6834,27,,,Television
1151,1151,Television,the phone internet tv that's all us,0.6602,35,,,Television
1152,1152,Television, do you like tv  no,0.6306,19,,,Television
1153,1153,Television,no television for you,0.6236,21,,,Television
1154,1154,Television,the tv had over 100 channels for god sakes,0.5517,42,,,Television
1155,1155,Television,there's no radio or television,0.5511,30,,,Television
1156,1156,Television,if i know anything about television is a hit,0.5301,44,,,Television
1157,1157,Television,laughter tv is built into the wall,0.5237,34,,,Television
1158,1158,Television,tv plays guess what i have,0.5217,26,,,Television
1159,1159,Television,watching game film,0.5127,18,,,Television
1160,1160,Television, so much of television is really not fit for children or christians or the elderly,0.5116,82,,,Television
1161,1161,Television,gunfire on tv artie,0.5113,19,,,Television
1162,1162,Television,tv in background otis you empty the pot you gotta make a new one,0.5075,64,,,Television
1163,1163,Television, laughter  i've been on tv for a lot of years,0.5035,45,,,Television
1164,1164,Television,i studied tv theory at kentucky mountain bible college,0.5034,54,,,Television
1165,1165,Television,like what that's not a tv show bro,0.5017,34,,,Television
1166,1166,Television,that and cartoons,0.5003,17,,,Television
1167,1167,Television, tv turns off come see me when you do,0.4876,37,,,Television
1168,1168,Television, i try to present the story  look who's on television,0.4862,53,,,Television
1169,1169,Television, mommy's on tv  oh,0.4827,18,,,Television
1170,1170,Television,so let's turn the tv off,0.4793,24,,,Television
1171,1171,Television,so let's turn the tv off,0.4793,24,,,Television
1172,1172,Television,tv whistling  hello there  okay one two three,0.4782,45,,,Television
1173,1173,Television,it's a tv dinner,0.478,16,,,Television
1174,1174,Television,have you ever tried watching television at 10:00 in the morning  not if i can help it,0.4774,85,,,Television
1175,1175,Television,you can eat in front of the tv,0.4753,30,,,Television
1176,1176,Television,it wasn't even a good tv,0.4752,24,,,Television
1177,1177,Television, gunshots on tv oh,0.4711,18,,,Television
1178,1178,Television,you got a tv in your room no,0.4698,28,,,Television
1179,1179,Television,watching some of your friends,0.4694,29,,,Television
1180,1180,Television,like does that tv really work i don't think the tv works,0.4571,56,,,Television
1181,1181,Television, what it's a tv show,0.4563,20,,,Television
1182,1182,Television,where'd you learn that on tv,0.4539,28,,,Television
1183,1183,Television,this tv nonsense was supposed to be my stepping stone and instead it's my gravestone,0.4488,84,,,Television
1184,1184,Television,sobbing that is one bigscreen tv,0.4482,32,,,Television
1185,1185,Television, it has a thinset television built in,0.4451,37,,,Television
1186,1186,Television,indistinct chatter on tv  so how's this supposed to work anyway  just talk about what's bothering you,0.4448,101,,,Television
1187,1187,Television,this is not gonna go good on tv,0.4436,31,,,Television
1188,1188,Television,this is not gonna go good on tv,0.4436,31,,,Television
1189,1189,Television,tv turns back on music and indistinct commentary tune. well,0.4418,59,,,Television
1190,1190,Television,tv playing indistinctly  i think we're just gonna have to stumble through it together,0.4385,85,,,Television
1191,1191,Television,we watched sports,0.4349,17,,,Television
1192,1192,Television,theater if you will,0.4347,19,,,Television
1193,1193,Television,these people like have shows,0.4338,28,,,Television
1194,1194,Television,honey can you turn on the tv  baby coos  good,0.4317,45,,,Television
1195,1195,Television,lost this season so how about sorry i don't own a tv,0.4259,52,,,Television
1196,1196,Television,  and you were watching them  yes  or were you watching tv  i really hate the way you're speaking to me right now,0.423,113,,,Television
1197,1197,Television,"there's ""sesame street",0.4219,22,,,Television
1198,1198,Television,tune. tune.  cooking show or true crime  true crime,0.4206,51,,,Television
1199,1199,Television,now i can watch tv without bugging anybody,0.4162,42,,,Television
1200,1200,Travel,i don't mind the traveling,0.6567,26,,,Travel
1201,1201,Travel,i travel travel light,0.6379,21,,,Travel
1202,1202,Travel,it's a long trip,0.5987,16,,,Travel
1203,1203,Travel, yo i've seen the way this guy likes to travel,0.5949,46,,,Travel
1204,1204,Travel, to head to monaco,0.5666,18,,,Travel
1205,1205,Travel, but you travel a lot,0.5573,21,,,Travel
1206,1206,Travel, avoid the airports,0.5562,19,,,Travel
1207,1207,Travel,where do you want to go  all over,0.5558,33,,,Travel
1208,1208,Travel, to meet my family,0.5536,18,,,Travel
1209,1209,Travel,far away from home,0.5495,18,,,Travel
1210,1210,Travel, like go to kenya,0.5445,17,,,Travel
1211,1211,Travel,so you travel with your best friends wow,0.5439,40,,,Travel
1212,1212,Travel, itinerary requests,0.5428,19,,,Travel
1213,1213,Travel,i want to see my family,0.5417,23,,,Travel
1214,1214,Travel, it's better traveled than me,0.5417,29,,,Travel
1215,1215,Travel,trip with my class,0.5399,18,,,Travel
1216,1216,Travel, we're on this trip to see the world,0.5394,36,,,Travel
1217,1217,Travel,your traveling game is on point,0.5365,31,,,Travel
1218,1218,Travel,to the island to visit my sister,0.5341,32,,,Travel
1219,1219,Travel,kind of going to unknown territories,0.5336,36,,,Travel
1220,1220,Travel,you got that if i were you i'd take a long trip,0.527,47,,,Travel
1221,1221,Travel,cheers  traveling in style,0.5235,26,,,Travel
1222,1222,Travel,i'd like to go on an adventure,0.5231,30,,,Travel
1223,1223,Travel,hopped a train south,0.5203,20,,,Travel
1224,1224,Travel,so i didn't get to travel,0.5197,25,,,Travel
1225,1225,Travel,the travel was really really rough,0.5172,34,,,Travel
1226,1226,Travel,i was going to paris,0.5156,20,,,Travel
1227,1227,Travel,here is passing out your full itinerary,0.5153,39,,,Travel
1228,1228,Travel,  have you been  oh yeah i used to travel a lot,0.5138,47,,,Travel
1229,1229,Travel,because of that i have planned a trip,0.5106,37,,,Travel
1230,1230,Travel,what's new in the travel business you went out in that storm yeah,0.5089,65,,,Travel
1231,1231,Travel,i'm tired of traveling i think i might stay here,0.5082,48,,,Travel
1232,1232,Travel,maybe i'll go backpack through europe,0.5066,37,,,Travel
1233,1233,Travel, international outreach,0.5022,23,,,Travel
1234,1234,Travel, four miles walking,0.5001,19,,,Travel
1235,1235,Travel,you do vacations,0.4997,16,,,Travel
1236,1236,Travel, a trip to mexico,0.496,17,,,Travel
1237,1237,Travel,this family vacation,0.4949,20,,,Travel
1238,1238,Travel,cruise to the far east huh who told you that  never mind that,0.4915,61,,,Travel
1239,1239,Travel,i saved up some money quit my job and i've been traveling for the last eight months,0.4913,83,,,Travel
1240,1240,Travel,this trip is longer than i thought,0.4895,34,,,Travel
1241,1241,Travel, you know road trip baby,0.4803,24,,,Travel
1242,1242,Travel,  well lots of places to go,0.4794,27,,,Travel
1243,1243,Travel, take in the city,0.4794,17,,,Travel
1244,1244,Travel,where you gonna go i don't know,0.4781,31,,,Travel
1245,1245,Travel, that's not too short of a trip to go to asia,0.4778,45,,,Travel
1246,1246,Travel,i haven't stopped traveling in the past five months,0.4772,51,,,Travel
1247,1247,Travel,wherever it is that you like to go,0.4767,34,,,Travel
1248,1248,Travel, what  the reason we're going to switzerland,0.4764,44,,,Travel
1249,1249,Travel,i do an awful lot of traveling,0.4709,30,,,Travel
1250,1250,Video Gaming,anything you want to pick to feature the watch something about gaming,0.5807,69,,,Video Gaming
1251,1251,Video Gaming,games is one thing,0.5711,18,,,Video Gaming
1252,1252,Video Gaming,  go play video games,0.5391,21,,,Video Gaming
1253,1253,Video Gaming, no games mind you,0.5282,18,,,Video Gaming
1254,1254,Video Gaming," rakan what kind of video games do you play  growing up i was in love with ""the sims",0.5079,84,,,Video Gaming
1255,1255,Video Gaming,watching game film,0.4876,18,,,Video Gaming
1256,1256,Video Gaming,what do you want to play  i don't know,0.4842,38,,,Video Gaming
1257,1257,Video Gaming,video game beeping  hey,0.4808,23,,,Video Gaming
1258,1258,Video Gaming,sometimes i like to play a game of dungeons & dragons hang out with my friends play some video games work on some music and smoke questionable things,0.4645,149,,,Video Gaming
1259,1259,Video Gaming,  designers there are all kinds of video games and all kinds of women out there,0.4543,79,,,Video Gaming
1260,1260,Video Gaming,watching some of your friends,0.4488,29,,,Video Gaming
1261,1261,Video Gaming, i don't play games,0.4392,19,,,Video Gaming
1262,1262,Video Gaming,game recognize game,0.4265,19,,,Video Gaming
1263,1263,Video Gaming,every hacker'â€™s favorite sport,0.4258,30,,,Video Gaming
1264,1264,Video Gaming,are you seriously talking about video games oh hey jenna,0.4239,56,,,Video Gaming
1265,1265,Video Gaming,just like most games,0.4199,20,,,Video Gaming
1266,1266,Video Gaming,just like most games,0.4199,20,,,Video Gaming
1267,1267,Video Gaming, do you wanna go play some video games  yeah definitely,0.4187,55,,,Video Gaming
1268,1268,Video Gaming,like we'll go outside play video games,0.4183,38,,,Video Gaming
1269,1269,Video Gaming, piano playing  ,0.4177,16,,,Video Gaming
1270,1270,Video Gaming, so what else do you like to do  um okay,0.4149,40,,,Video Gaming
1271,1271,Video Gaming, um is there anything in particular you want to play  i can play lots of stuff,0.4125,78,,,Video Gaming
1272,1272,Video Gaming, doing what  not going to the movies,0.4034,36,,,Video Gaming
1273,1273,Video Gaming,besides there's probably nothing good playing,0.4,45,,,Video Gaming
1274,1274,Video Gaming,biotech firms game designers tech startups,0.3981,42,,,Video Gaming
1275,1275,Video Gaming,listening to music just talking,0.3976,31,,,Video Gaming
1276,1276,Video Gaming, he was playing minecraft,0.3972,25,,,Video Gaming
1277,1277,Video Gaming, i'll play some games,0.3962,21,,,Video Gaming
1278,1278,Video Gaming, it's such a modern interpretation of a gamer,0.3943,45,,,Video Gaming
1279,1279,Video Gaming,what's your game man boggle,0.3923,27,,,Video Gaming
